INPUT_TABLE
Variable ID
SubsectorLogit_relative-cost-logit

region,supplysector,subsector,logit.type
USA,building,biomass,relative-cost-logit
USA,building,coal,relative-cost-logit
USA,building,electricity,relative-cost-logit
USA,building,gas,relative-cost-logit
USA,building,refined liquids,relative-cost-logit
Africa_Eastern,building,biomass,relative-cost-logit
Africa_Eastern,building,coal,relative-cost-logit
Africa_Eastern,building,electricity,relative-cost-logit
Africa_Eastern,building,gas,relative-cost-logit
Africa_Eastern,building,refined liquids,relative-cost-logit
Africa_Eastern,building,traditional biomass,relative-cost-logit
Africa_Northern,building,biomass,relative-cost-logit
Africa_Northern,building,coal,relative-cost-logit
Africa_Northern,building,electricity,relative-cost-logit
Africa_Northern,building,gas,relative-cost-logit
Africa_Northern,building,refined liquids,relative-cost-logit
Africa_Northern,building,traditional biomass,relative-cost-logit
Africa_Southern,building,biomass,relative-cost-logit
Africa_Southern,building,coal,relative-cost-logit
Africa_Southern,building,electricity,relative-cost-logit
Africa_Southern,building,gas,relative-cost-logit
Africa_Southern,building,refined liquids,relative-cost-logit
Africa_Southern,building,traditional biomass,relative-cost-logit
Africa_Western,building,biomass,relative-cost-logit
Africa_Western,building,coal,relative-cost-logit
Africa_Western,building,electricity,relative-cost-logit
Africa_Western,building,gas,relative-cost-logit
Africa_Western,building,refined liquids,relative-cost-logit
Africa_Western,building,traditional biomass,relative-cost-logit
Australia_NZ,building,biomass,relative-cost-logit
Australia_NZ,building,coal,relative-cost-logit
Australia_NZ,building,electricity,relative-cost-logit
Australia_NZ,building,gas,relative-cost-logit
Australia_NZ,building,refined liquids,relative-cost-logit
Brazil,building,biomass,relative-cost-logit
Brazil,building,coal,relative-cost-logit
Brazil,building,electricity,relative-cost-logit
Brazil,building,gas,relative-cost-logit
Brazil,building,refined liquids,relative-cost-logit
Brazil,building,traditional biomass,relative-cost-logit
Canada,building,biomass,relative-cost-logit
Canada,building,coal,relative-cost-logit
Canada,building,electricity,relative-cost-logit
Canada,building,gas,relative-cost-logit
Canada,building,refined liquids,relative-cost-logit
Central America and Caribbean,building,biomass,relative-cost-logit
Central America and Caribbean,building,coal,relative-cost-logit
Central America and Caribbean,building,electricity,relative-cost-logit
Central America and Caribbean,building,gas,relative-cost-logit
Central America and Caribbean,building,refined liquids,relative-cost-logit
Central America and Caribbean,building,traditional biomass,relative-cost-logit
Central Asia,building,biomass,relative-cost-logit
Central Asia,building,coal,relative-cost-logit
Central Asia,building,electricity,relative-cost-logit
Central Asia,building,gas,relative-cost-logit
Central Asia,building,refined liquids,relative-cost-logit
China,building,biomass,relative-cost-logit
China,building,coal,relative-cost-logit
China,building,district heat,relative-cost-logit
China,building,electricity,relative-cost-logit
China,building,gas,relative-cost-logit
China,building,refined liquids,relative-cost-logit
China,building,traditional biomass,relative-cost-logit
EU-12,building,biomass,relative-cost-logit
EU-12,building,coal,relative-cost-logit
EU-12,building,district heat,relative-cost-logit
EU-12,building,electricity,relative-cost-logit
EU-12,building,gas,relative-cost-logit
EU-12,building,refined liquids,relative-cost-logit
EU-15,building,biomass,relative-cost-logit
EU-15,building,coal,relative-cost-logit
